country code,country_long,name of powerplant,capacity in MW,latitude,longitude,primary_fuel,secondary fuel,other_fuel2,other_fuel3,start date,owner of plant,generation_gwh_2021,geolocation_source,estimated_generation_gwh_2021
CAN,Canada,Murdock-Wilson,61.2,48.452,-71.2132,Hydro,,,,,Hydro Saguenay,,Natural Resources Canada,226.37
CAN,Canada,Muskeg River,202,57.2537,-111.5064,Gas,,,,,ATCO Power,,Natural Resources Canada,
CAN,Canada,Nabiye,170,54.7265,-110.3441,Gas,,,,,Imperial Oil,,Natural Resources Canada,
CAN,Canada,Nairn,4.5,46.344,-81.5734,Hydro,,,,,,,Natural Resources Canada,19.63
CAN,Canada,Namewaminikan,10,49.6826,-88.0049,Hydro,,,,,Namewaminikan Hydro Inc,,Natural Resources Canada,37.18
CAN,Canada,Nanticoke,44,42.81,-80.035,Solar,,,,,,,Wiki-Solar,61.69
CAN,Canada,Napanee TS Taylor Kidd,10,44.2175,-76.7082,Solar,,,,,Sune Taylor Kidd LP,,Natural Resources Canada,13.67
CAN,Canada,Napier Wind,4.1,42.9564,-81.7328,Wind,,,,,WPD Napier Wind Inc,,Natural Resources Canada,
CAN,Canada,Naylor,10,42.1941,-82.8105,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Nechako Lumber,1.8,54.0147,-124.0513,Biomass,,,,,Nechako Lumber Co. Ltd,,Natural Resources Canada,
CAN,Canada,Nepisiguit Falls,11,47.4055,-65.7918,Hydro,,,,,,,Natural Resources Canada,45.64
CAN,Canada,New Chelsea,3.7,48.0292,-53.2104,Hydro,,,,,,,Natural Resources Canada,8.5
CAN,Canada,New Glasgow (Watts Wind II),6.4,45.5057,-62.6099,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,New Richmond,67.8,48.1999,-65.7166,Wind,,,,,TransAlta (100%),,Natural Resources Canada,
CAN,Canada,Nictaux,7.2,44.9091,-65.0299,Hydro,,,,,,,Natural Resources Canada,16.61
CAN,Canada,Nine Mile River,4,45.0222,-63.6552,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Nipawin,255,53.321,-104.0431,Hydro,,,,,Saskatchewan Power Corp,,Natural Resources Canada,1242.66
CAN,Canada,Nipissing,2,46.0967,-79.4796,Hydro,,,,,,,Natural Resources Canada,8.6
CAN,Canada,Norfolk Bloomsburg,10,42.8745,-80.2972,Solar,,,,,Sune Norfolk Bloomsburg LP,,Natural Resources Canada,13.76
CAN,Canada,Norman,9.5,49.7717,-94.5243,Hydro,,,,,H2O Power LP,,Natural Resources Canada,52.69
CAN,Canada,North Battleford,260,52.6832,-108.1715,Gas,,,,,Saskatchewan Power Corp,,Natural Resources Canada,
CAN,Canada,North Beaverbank,8,44.9155,-63.6815,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,North Cape,10.6,47.0485,-63.995,Wind,,,,,PEI Energy Corp,,Natural Resources Canada,
CAN,Canada,North Maiden,10,42.1538,-82.8478,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Northern Prairie,85,57.0335,-111.6019,Gas,,,,2008,Northland Power,,WRI,
CAN,Canada,Northern Pulp Nova Scotia Pictou Mill,26,45.6533,-62.7183,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Northland Power Burks Falls West,10,45.6081,-79.4262,Solar,,,,,Northland Power Solar Burks Falls West LP,,Natural Resources Canada,14.68
CAN,Canada,Northland Power Solar Abitibi,10,49.1444,-80.9717,Solar,,,,,Northland Power Solar Abitibi LP,,Natural Resources Canada,14.68
CAN,Canada,Northland Power Solar Belleville North,10,44.059,-77.3315,Solar,,,,,Northland Power Solar Belleville North LP,,Natural Resources Canada,14.28
CAN,Canada,Northland Power Solar Belleville South,10,44.066,-77.3151,Solar,,,,,Northland Power Solar Belleville South LP,,Natural Resources Canada,14.12
CAN,Canada,Northland Power Solar Burks Falls East,10,45.612,-79.3572,Solar,,,,,Northland Power Solar Burks Falls East LP,,Natural Resources Canada,14.68
CAN,Canada,Northland Power Solar Crosby,10,44.6707,-76.3044,Solar,,,,,Northland Power Solar Crosby LP,,Natural Resources Canada,13.37
CAN,Canada,Northland Power Solar Empire,10,49.1258,-80.9915,Solar,,,,,Northland Power Solar Empire LP,,Natural Resources Canada,14.68
CAN,Canada,Northland Power Solar Glendale,10,45.0965,-74.7167,Solar,,,,,Northland Power Solar Glendale LP,,Natural Resources Canada,14.63
CAN,Canada,Northland Power Solar Long Lake,10,49.1402,-81.2854,Solar,,,,,Northland Power Solar Long Lake LP,,Natural Resources Canada,14.68
CAN,Canada,Northland Power Solar Martin's Meadows,10,49.1433,-80.9888,Solar,,,,,Northland Power Solar Martin's Meadows LP,,Natural Resources Canada,14.68
CAN,Canada,Northland Power Solar Mccann LP,10,44.6824,-76.2727,Solar,,,,,Northland Power Solar Mccann LP,,Natural Resources Canada,13.37
CAN,Canada,Northland Power Solar North Burgess,10,44.8206,-76.307,Solar,,,,,Northland Power Solar North Burgess LP,,Natural Resources Canada,14.13
CAN,Canada,Northland Power Solar Rideau Lakes,10,44.6692,-76.274,Solar,,,,,Northland Power Solar Rideau Lakes LP,,Natural Resources Canada,13.37
CAN,Canada,Northwest Stave River,17.5,49.6281,-122.4625,Hydro,,,,,Innergex Inc,,Natural Resources Canada,58.1
CAN,Canada,Northwood Green Power,63,53.9792,-122.6936,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Norway,9,47.0078,-64.0206,Wind,,,,,Suez Renewable Energy,,Natural Resources Canada,
CAN,Canada,Nuttby Mountain,50.6,45.5599,-63.2194,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,OPG 7 Gomberg,1.8,43.8123,-79.074,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Ocean Falls,15,52.3511,-127.6862,Hydro,,,,,,,Natural Resources Canada,61.96
CAN,Canada,Okikendawt,10,46.1238,-80.0145,Hydro,,,,,Okikendawt Hydro LP,,Natural Resources Canada,46.24
CAN,Canada,Old Man 2,46,49.5708,-113.8534,Wind,,,,,Mainstream,,Natural Resources Canada,
CAN,Canada,Old Man River,3.6,49.5777,-113.8702,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Old Woman Falls,5.5,49.1651,-82.7136,Hydro,,,,,Nipiy-Owf Hydrokap LP,,Natural Resources Canada,24.56
CAN,Canada,Oldman River,32,49.561,-113.896,Hydro,,,,,ATCO Power,,Natural Resources Canada,110.69
CAN,Canada,Optimist,1,49.5312,-114.0538,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Orillia 1,10,44.5825,-79.4981,Solar,,,,,Met Fiera Solar Orillia 1 LP,,Natural Resources Canada,13.22
CAN,Canada,Orillia 2,10,44.5809,-79.4984,Solar,,,,,Met Fiera Solar Orillia 2 LP,,Natural Resources Canada,13.22
CAN,Canada,Orillia 3,6.5,44.586,-79.4995,Solar,,,,,Fiera Solar Orillia 3 LP,,Natural Resources Canada,8.44
CAN,Canada,Ottawa Health Sciences Centre,68,45.4019,-75.6557,Gas,,,,1992,Enbridge,,GEODB,
CAN,Canada,Otter Rapids,182,50.1812,-81.6373,Hydro,,,,,,,Natural Resources Canada,790.9
CAN,Canada,Otto Holden,243,46.3784,-78.7276,Hydro,,,,,Ontario Power Generation (OPG),,Natural Resources Canada,983.74
CAN,Canada,Outardes-2,523,49.1448,-68.3894,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,1947.66
CAN,Canada,Outardes-3,1026,49.5576,-68.7256,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,4001.63
CAN,Canada,Outardes-4,785,49.7037,-68.9038,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,3197.89
CAN,Canada,Outlet Works,20.5,52.9626,-115.5891,Hydro,,,,,,,Natural Resources Canada,92.71
CAN,Canada,Oxley,6,42.0066,-82.8803,Wind,,,,,Henry Verhoeven,,Natural Resources Canada,
CAN,Canada,Paradise,4.2,44.8117,-65.2186,Hydro,,,,,,,Natural Resources Canada,8.19
CAN,Canada,Paradise River,8,47.6182,-54.4315,Hydro,,,,,,,Natural Resources Canada,23.47
CAN,Canada,Parker Mountain,2,44.786,-65.4905,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Paton,1.6,45.3994,-71.8996,Hydro,,,,,Ville de Sherbrooke /Hydro Sherbrooke,,Natural Resources Canada,6.92
CAN,Canada,Paugan,226,45.8097,-75.9309,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,999.69
CAN,Canada,Peace Canyon,694,55.9826,-121.995,Hydro,,,,,BC Hydro,,Natural Resources Canada,2830.05
CAN,Canada,Peace River Pulp,30,56.3711,-117.1856,Biomass,,,,,Daishowa-Marubeni,,Natural Resources Canada,
CAN,Canada,Penn Energy - Brantgate,8,43.049,-80.3883,Solar,,,,,Brantgate Solar Farm Partnership,,Natural Resources Canada,10.93
CAN,Canada,Penn Energy - Edwardsburgh Morrisburg-1,9.3,44.7257,-75.4928,Solar,,,,,Edwardsburgh Solar Farm Partnership,,Natural Resources Canada,13.03
CAN,Canada,Penn Energy - Hamilton Port Hope-4,10,44.0246,-78.1208,Solar,,,,,Hamilton Solar Farm Partnership,,Natural Resources Canada,14.07
CAN,Canada,Penn Energy - Ridgefield,8,44.4433,-78.6864,Solar,,,,,Ridgefield Solar Farm Partnership,,Natural Resources Canada,10.48
CAN,Canada,Penn Energy - Roseplain,6.5,44.0616,-79.1816,Solar,,,,,Roseplain Solar Farm Partnership,,Natural Resources Canada,8.51
CAN,Canada,Penn Energy - S. Glengarry St. Lawrence-1,9.3,45.1066,-74.6822,Solar,,,,,South Glengarry Solar Farm Partnership,,Natural Resources Canada,13.62
CAN,Canada,Penn Energy - Vandorp,10,43.9459,-78.3877,Solar,,,,,Port Hope Solar Farm Partnership,,Natural Resources Canada,14.08
CAN,Canada,Pennask,15,49.9256,-120.1093,Wind,,,,,Zero Emissions Pennask,,Natural Resources Canada,
CAN,Canada,Pentecôte,2,49.7858,-67.157,Hydro,,,,,Pouvoir Riverin Inc (Société en Commandite) /Algonquin Power Fund (Canada)  Inc,,Natural Resources Canada,7.53
CAN,Canada,Perpetual Cleanpower Lindsay,10,44.4307,-78.694,Solar,,,,,Lindsay Solar LP,,Natural Resources Canada,13.24
CAN,Canada,Perpetual Cleanpower Oro 4 Line,10,44.5006,-79.6133,Solar,,,,,Oro-Medonte Solar Farm Inc,,Natural Resources Canada,13.24
CAN,Canada,Peter Sutherlan Sr.,28,49.962,-81.5226,Hydro,,,,,Coral Rapids Power  OPG,,Natural Resources Canada,128.72
CAN,Canada,Peterborough Robert G. Lake,8,44.3653,-78.2928,Hydro,,,,,,,Natural Resources Canada,43.31
CAN,Canada,Petites-Bergeronnes,4.2,48.2614,-69.6265,Hydro,,,,,Société d'Énergie Columbus Inc,,Natural Resources Canada,8.16
CAN,Canada,Petty Harbour,4.9,47.4654,-52.7123,Hydro,,,,,,,Natural Resources Canada,9.24
CAN,Canada,Pickering A,1084,43.8107,-79.0689,Nuclear,,,,,,,Natural Resources Canada,
CAN,Canada,Pickering B,2160,43.8096,-79.0639,Nuclear,,,,,,,Natural Resources Canada,
CAN,Canada,Pierre-De Saurel,24.6,45.967,-72.9274,Wind,,,,,Pierre-De Saurel MCR,,Natural Resources Canada,
CAN,Canada,Pierres Brook,4.3,47.2884,-52.821,Hydro,,,,,,,Natural Resources Canada,8.36
CAN,Canada,Pine Creek (Atlin),2.1,59.5825,-133.6448,Hydro,,,,,Xeitl LP,,Natural Resources Canada,5.4
CAN,Canada,Pine Falls,84,50.5671,-96.1783,Hydro,,,,,,,Natural Resources Canada,404.44
CAN,Canada,Pine Portage,144,49.3074,-88.3103,Hydro,,,,,,,Natural Resources Canada,629.94
CAN,Canada,Pingston Creek,45,50.5501,-117.9484,Hydro,,,,,TransAlta (50%),,Natural Resources Canada,217.44
CAN,Canada,Plateau I / II,18,44.247,-80.3944,Wind,,,,,Plateau Wind LP,,Natural Resources Canada,
CAN,Canada,Plateau III,9,44.1886,-80.3088,Wind,,,,,Plateau Wind LP,,Natural Resources Canada,
CAN,Canada,Pocaterra,15,50.6993,-115.1194,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,45.69
CAN,Canada,Point Aconi,171,46.3216,-60.3295,Coal,,,,,,,Natural Resources Canada,
CAN,Canada,Point Aconi Wind Project,1.9,46.322,-60.32,Wind,,,,,Celtic Current,,Natural Resources Canada,
CAN,Canada,Point Lepreau,660,45.0686,-66.4543,Nuclear,,,,,,,Natural Resources Canada,
CAN,Canada,Point Tupper,23.4,45.572,-61.3112,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Point Tupper,154,45.587,-61.3483,Coal,,,,,,,Natural Resources Canada,
CAN,Canada,Pointe du Bois,75,50.2981,-95.5481,Hydro,,,,,,,Natural Resources Canada,348.18
CAN,Canada,Pointes aux Roches,48.6,42.2841,-82.5284,Wind,,,,,Pointe-aux-Roches Wind LP,,Natural Resources Canada,
CAN,Canada,Pont-Arnaud,8,48.4069,-71.1232,Hydro,,,,,Ville de Saguenay /Hydro-Jonquière,,Natural Resources Canada,34.84
CAN,Canada,Poplar Creek,360,57.008,-111.4868,Gas,,,,,TransAlta,,Natural Resources Canada,
CAN,Canada,Poplar River,582,49.0579,-105.4851,Coal,,,,,Saskatchewan Power Corp,,Natural Resources Canada,
CAN,Canada,Port Alice,26.1,50.3839,-127.4509,Biomass,,,,,Neucel,,Natural Resources Canada,
CAN,Canada,Port Alma,101.2,42.1839,-82.2851,Wind,,,,,Kruger Energy Port Alma LP,,Natural Resources Canada,
CAN,Canada,Port Dover / Nanticoke,104.4,42.8392,-80.0274,Wind,,,,,Capital Power (PDN) LP,,Natural Resources Canada,
CAN,Canada,Port Hawkesbury,60,45.5982,-61.3601,Biomass,,,,,Nova Scotia Power Inc,,Natural Resources Canada,
CAN,Canada,Port Ryerse,10,42.7677,-80.2521,Wind,,,,,Boralex,,Natural Resources Canada,
CAN,Canada,Porters Lake Wind Power Project,3.2,44.725,-63.3569,Wind,,,,,Watts Wind,,Natural Resources Canada,
CAN,Canada,Portlands,624,43.6495,-79.3311,Gas,,,,,Portlands Energy Centre LP,,Natural Resources Canada,
CAN,Canada,Portneuf-1 (Chute du 4 Milles),7.5,48.6585,-69.1325,Hydro,,,,,Innergex (Société en Commandite)/Innergex Inc,,Natural Resources Canada,31.89
CAN,Canada,Portneuf-2 (Chute Phillias),11.7,48.6548,-69.1762,Hydro,,,,,Innergex (Société en Commandite)/Innergex Inc,,Natural Resources Canada,51.15
CAN,Canada,Portneuf-3 (Les Crans Serrés),8.7,48.6913,-69.3389,Hydro,,,,,Innergex (Société en Commandite)/Innergex Inc,,Natural Resources Canada,36.27
CAN,Canada,Powell Lake,38,49.8723,-124.5577,Hydro,,,,,,,Natural Resources Canada,123.42
CAN,Canada,Powell River,48,49.8731,-124.5544,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Première-Chute,131,47.6007,-79.4524,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,569.7
CAN,Canada,Primrose,85,54.6963,-110.7238,Gas,,,,1998,Hydro Quebec,,WRI,
CAN,Canada,Prince,189,46.6126,-84.4792,Wind,,,,,Brookfield Power Wind Prince LP,,Natural Resources Canada,
CAN,Canada,Prince George Pulp and Paper Mill,60,53.9218,-122.6851,Biomass,,,,,Canadian Forest Products Ltd,,Natural Resources Canada,
CAN,Canada,Proof Line,6.6,43.1571,-82.0184,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Providence Bay,1.6,45.7291,-82.295,Wind,,,,,Schneider Power Providence Bay Inc,,Natural Resources Canada,
CAN,Canada,Ptarmigan Creek,3.3,53.6785,-120.911,Hydro,,,,,Synex (11%),,Natural Resources Canada,6.26
CAN,Canada,Pubnico Point 1 / 2,30.6,43.603,-65.8038,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Puntledge,24,49.665,-125.0939,Hydro,,,,,BC Hydro,,Natural Resources Canada,86.4
CAN,Canada,Péribonka,385,49.5077,-71.1824,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,1380.1
CAN,Canada,Quality Wind,142.2,55.1846,-120.8547,Wind,,,,,Capital Power,,Natural Resources Canada,
CAN,Canada,Queen Elizabeth,634,52.0944,-106.705,Gas,,,,,Saskatchewan Power Corp,,Natural Resources Canada,
CAN,Canada,Quixote,2.3,44.2734,-81.5794,Wind,,,,,Quixote One Wind Energy Corp,,Natural Resources Canada,
CAN,Canada,RSP-2,6.5,48.7319,-69.1706,Hydro,,,,,Fiducie Boralex Énergie/Boralex Inc,,Natural Resources Canada,27.7
CAN,Canada,RSP-3,5.3,48.7351,-69.0648,Hydro,,,,,Fiducie Boralex Énergie/Boralex Inc,,Natural Resources Canada,11.72
CAN,Canada,Ragged Chute,6.6,47.2763,-79.6714,Hydro,,,,,Ragged Chute Energy Inc,,Natural Resources Canada,34.42
CAN,Canada,Ragged Rapids,8,45.018,-79.6883,Hydro,,,,,,,Natural Resources Canada,43.18
CAN,Canada,Raging River 2,8,50.3884,-127.2335,Hydro,,,,,Aquila Infrastructure,,Natural Resources Canada,17.87
CAN,Canada,Raglan Mine,3,61.7028,-73.6762,Wind,,,,,Glencore,,Natural Resources Canada,
CAN,Canada,Rainbow Lake A,88,58.4471,-119.2383,Gas,,,,1961,SaskPower,,GEODB,
CAN,Canada,Rainbow Lake B,90,58.4471,-119.2383,Gas,,,,1999,ATCO,,GEODB,
CAN,Canada,Raleigh,78,42.2743,-82.1824,Wind,,,,,Terraform Iwg Ontario Holdings  LLC,,Natural Resources Canada,
CAN,Canada,Ramore,8,48.4393,-80.3256,Solar,,,,,New Ospvf 11 LP,,Natural Resources Canada,11.66
CAN,Canada,Ranney Falls,10,44.2921,-77.802,Hydro,,,,,,,Natural Resources Canada,53.84
CAN,Canada,Rapide-2,67,47.9336,-78.5761,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,309.91
CAN,Canada,Rapide-7,67,47.7685,-78.3102,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,311.43
CAN,Canada,Rapide-Blanc,204,47.7964,-72.9735,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,911.81
CAN,Canada,Rapide-des-Cœurs,76,47.7866,-73.3753,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,370.4
CAN,Canada,Rapides-Farmer,104,45.4989,-75.7632,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,506.96
CAN,Canada,Rapides-des-Cèdres,9.3,46.1009,-75.648,Hydro,,,,,Énergie La Lièvre  SEC,,Natural Resources Canada,42.23
CAN,Canada,Rapides-des-Quinze,103,47.5906,-79.2944,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,487.37
CAN,Canada,Rapides-des-Îles,176,47.5768,-79.3546,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,760.5
CAN,Canada,Rattle Brook,4,49.8876,-56.8359,Hydro,,,,,,,Natural Resources Canada,13.96
CAN,Canada,Rattling Brook,15.1,49.0675,-55.298,Hydro,,,,,,,Natural Resources Canada,34.05
CAN,Canada,Ravenswood,9.9,43.1751,-81.9812,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Rawdon,2.5,46.0458,-73.7294,Hydro,,,,,Algonquin Power,,Natural Resources Canada,9.99
CAN,Canada,Raylight,10,44.6982,-79.8423,Solar,,,,,Concord Raylight Partnership,,Natural Resources Canada,13.24
CAN,Canada,Raymond,18,49.4071,-112.6924,Hydro,,,,,,,Natural Resources Canada,39.38
CAN,Canada,Rayner,46,46.4337,-83.3838,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,205.24
CAN,Canada,Red Lily,26.4,50.1919,-101.7433,Wind,,,,,Algonquin Power,,Natural Resources Canada,
CAN,Canada,Red Rock Falls,41,46.315,-83.2905,Hydro,,,,,Brookfield Renewable Power Inc,,Natural Resources Canada,174.31
CAN,Canada,René-Lévesque (Manic-3),1326,49.7408,-68.5945,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,5258.99
CAN,Canada,Revelstoke,2480,51.0486,-118.1939,Hydro,,,,,BC Hydro,,Natural Resources Canada,11157.22
CAN,Canada,Revelstoke District,1.5,50.9866,-118.1976,Biomass,,,,,City of Revelstoke,,Natural Resources Canada,
CAN,Canada,Richardson,10,42.2364,-82.4566,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Rideau Falls,2,45.4422,-75.6959,Hydro,,,,,Fortis Generation East LP,,Natural Resources Canada,9.64
CAN,Canada,Ridge,3.5,44.5538,-65.583,Hydro,,,,,,,Natural Resources Canada,6.62
CAN,Canada,Rimouski (La Pulpe),3.7,48.4112,-68.5532,Hydro,,,,,Fiducie Boralex Énergie/Boralex Inc,,Natural Resources Canada,12.12
CAN,Canada,Ripley,76,44.0524,-81.6558,Wind,,,,,Suncor Energy Products Inc & Acciona Wind Energy Canada Inc,,Natural Resources Canada,
CAN,Canada,Rivière du Moulin 1,150,47.9745,-71.0996,Wind,,,,,EDF Energies Nouvelles,,Natural Resources Canada,
CAN,Canada,Rivière du Moulin 2,200,47.997,-71.056,Wind,,,,,EDF Energies Nouvelles,,Natural Resources Canada,
CAN,Canada,Rivière-des-Prairies,54,45.5895,-73.6572,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,141.19
CAN,Canada,Rivière-du-Loup,2.6,47.8305,-69.53,Hydro,,,,,Algonquin Power,,Natural Resources Canada,8.17
CAN,Canada,Robert H Saunders,1045,45.0088,-74.7905,Hydro,,,,,,,Natural Resources Canada,6068.57
CAN,Canada,Robert O. Pickard,2.4,45.4625,-75.5875,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Robert-Bourassa,5616,53.7818,-77.5305,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,33056.17
CAN,Canada,Rocher-de-Grand-Mère,230,46.6139,-72.6751,Hydro,,,,,Hydroelectric,,Natural Resources Canada,926.05
CAN,Canada,Rock Forest,2.9,45.3418,-71.9935,Hydro,,,,,Ville de Sherbrooke /Hydro Sherbrooke,,Natural Resources Canada,12.73
CAN,Canada,Rocky Pond,3.3,47.2104,-52.895,Hydro,,,,,,,Natural Resources Canada,7.58
CAN,Canada,Romaine-1,270,50.3854,-63.2607,Hydro,,,,,,,Natural Resources Canada,994.38
CAN,Canada,Romaine-2,640,50.6246,-63.1941,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,2341.88
CAN,Canada,Roncevaux,74.8,48.1381,-67.4388,Wind,,,,,Invenergy Wind LLC,,Natural Resources Canada,
CAN,Canada,Rose Blanche,6,47.6519,-58.713,Hydro,,,,,,,Natural Resources Canada,21.2
CAN,Canada,Roseway,2,43.7823,-65.3439,Hydro,,,,,Nova Scotia Power Inc,,Natural Resources Canada,6.11
CAN,Canada,Ruby Farms,2,42.9548,-81.6693,Solar,,,,,Vine Fresh Produce Limited,,Natural Resources Canada,2.61
CAN,Canada,Rundle,50,51.0887,-115.3736,Hydro,,,,,TransAlta (100%),,Natural Resources Canada,175.4
CAN,Canada,Ruskin,105,49.195,-122.4083,Hydro,,,,,BC Hydro,,Natural Resources Canada,362.01
CAN,Canada,Ruth Falls,7.1,44.9341,-62.5005,Hydro,,,,,,,Natural Resources Canada,22.38
CAN,Canada,Rutherford Creek,49.9,50.2727,-122.867,Hydro,,,,,Innergex Inc,,Natural Resources Canada,135.5
CAN,Canada,Ryerse,9.1,42.7841,-80.2655,Solar,,,,,Skypower Ltd / Sunedison,,Natural Resources Canada,12.9
CAN,Canada,S.P.C.,38,48.4212,-71.0839,Hydro,,,,,Centrale S.P.C. Inc,,Natural Resources Canada,140.76
CAN,Canada,SEC Windsor,5.7,45.558,-72.0077,Hydro,,,,,Hydro-Windsor (Société en Commandite) /Innergex,,Natural Resources Canada,21.46
CAN,Canada,SSM 1 (Carpin Rd.),12,46.5236,-84.4456,Solar,,,,,Starwood Energy,,Natural Resources Canada,17.89
CAN,Canada,SSM 1 (Leigh's Bay Rd.),12,46.5171,-84.4261,Solar,,,,,Starwood Energy,,Natural Resources Canada,17.89
CAN,Canada,SSM 2/3,45,46.5473,-84.2796,Solar,,,,,Starwood Energy,,Natural Resources Canada,66.21
CAN,Canada,Sable,13.8,45.3161,-60.9995,Wind,,,,,Municipality of the District of Guysborough,,Natural Resources Canada,
CAN,Canada,Saint John,29.7,45.2589,-66.0945,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Saint Rose,2,46.3307,-61.1768,Wind,,,,,,,Natural Resources Canada,
CAN,Canada,Saint-Alban,8.2,46.71,-72.0768,Hydro,,,,,Algonquin Power,,Natural Resources Canada,34.76
CAN,Canada,Saint-Damase,23.5,48.6248,-67.8674,Wind,,,,,Algonquin Power,,Natural Resources Canada,
CAN,Canada,Saint-Félicien (Fibrek),42.7,48.7465,-72.5128,Biomass,,,,,PF Résolu Canada Inc,,Natural Resources Canada,
CAN,Canada,Saint-Lambert,5.8,45.4959,-73.5153,Hydro,,,,,Placements Énergétiques Blx Inc/Boralex Inc,,Natural Resources Canada,
CAN,Canada,Saint-Narcisse,15,46.5484,-72.4102,Hydro,,,,,Hydro-Québec,,Natural Resources Canada,68.45
CAN,Canada,Saint-Nicéphore LFG,7.6,45.8228,-72.3688,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Saint-Philémon,24,46.6594,-70.3566,Wind,,,,,Capstone (51%),,Natural Resources Canada,
CAN,Canada,Saint-Raphaël,3.5,46.7982,-70.7366,Hydro,,,,,Algonquin Power,,Natural Resources Canada,11.16
CAN,Canada,Saint-Robert-Bellarmin,80,45.6746,-70.5751,Wind,,,,,Enbridge (50%) / EDF Energies Nouvelles (20%) / Fiera Axium & Régime & Desjardins (30%),,Natural Resources Canada,
CAN,Canada,Sainte-Brigitte-des-Saults,4.2,46.0312,-72.4791,Hydro,,,,,Algonquin Power,,Natural Resources Canada,13.03
CAN,Canada,Sainte-Marguerite-1-1a,30.5,50.1971,-66.6362,Hydro,,,,,Innergex Inc (50%) / Desjardins Group Pension Plan (50%),,Natural Resources Canada,112.44
CAN,Canada,Sainte-Marguerite-2,24,50.2123,-66.6583,Hydro,,,,,Compagnie Gulf Power,,Natural Resources Canada,96.83
CAN,Canada,Sainte-Marguerite-3,882,50.7128,-66.7814,Hydro,,,,,Hydroelectric,,Natural Resources Canada,2414.56
CAN,Canada,Sakwi Creek,6,49.3326,-121.8801,Hydro,,,,,Sakwi Creek Hydro LP,,Natural Resources Canada,23.4
CAN,Canada,Salmon Inlet (Sechelt Creek),17,49.6775,-123.5481,Hydro,,,,,,,Natural Resources Canada,61.12
CAN,Canada,Sandy Brook,5.5,48.891,-55.8228,Hydro,,,,,,,Natural Resources Canada,20.66
CAN,Canada,Sandy Falls,6,48.5113,-81.4434,Hydro,,,,,Umh Energy Partnership  An Ontario General Partnership of Ontario Power Generation Inc and Umh Energy Inc,,Natural Resources Canada,28.61
CAN,Canada,Sandy Lake,3.6,44.7116,-63.896,Hydro,,,,,,,Natural Resources Canada,8.27
CAN,Canada,Sarcelle,150,52.6678,-76.6326,Hydro,,,,,Hydroelectric,,Natural Resources Canada,364.49
CAN,Canada,Sarnia 1,20,42.9417,-82.3394,Solar,,,,,Enbridge,,Natural Resources Canada,28.7
CAN,Canada,Sarnia 2,60,42.9498,-82.3199,Solar,,,,,Enbridge,,Natural Resources Canada,83.54
CAN,Canada,Sarnia LFG,1.6,42.0279,-82.5638,Biomass,,,,,,,Natural Resources Canada,
CAN,Canada,Saskatoon Landfill,1.6,52.0997,-106.7057,Biomass,,,,,Saskatoon Light & Power,,Natural Resources Canada,
CAN,Canada,Savona ERG,6,50.7488,-120.8551,Other,,,,,,,Natural Resources Canada,
CAN,Canada,Scarfe Lake,2.3,46.2659,-83.0127,Hydro,,,,,1149377 Ontario Limited,,Natural Resources Canada,4.51
